date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
5/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,miscellaneous food,Sugar,KG,actual,Retail,LKR,108.5,0.7493
5/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,70.75,0.4886
5/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,87,0.6008
5/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,miscellaneous food,Sugar,KG,actual,Retail,LKR,104.42,0.7211
5/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,66.67,0.4604
5/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,90,0.6216
5/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,miscellaneous food,Sugar,KG,actual,Retail,LKR,106.08,0.7326
5/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,70,0.4834
5/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,83.33,0.5755
5/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,miscellaneous food,Sugar,KG,actual,Retail,LKR,103.75,0.7165
5/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,69.75,0.4817
5/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,85,0.587
5/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,miscellaneous food,Sugar,KG,actual,Retail,LKR,104.67,0.7229
5/15/2016,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,80,0.5525
5/15/2016,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,93,0.6423
5/15/2016,Northern,Mannar,Mannar,8.983333,79.9,miscellaneous food,Sugar,KG,actual,Retail,LKR,105.92,0.7315
5/15/2016,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,61.67,0.4259
5/15/2016,Northern,Mullattivu,Mulaitivu,9.268,80.815,miscellaneous food,Sugar,KG,actual,Retail,LKR,103.75,0.7165
5/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,72.58,0.5013
5/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,miscellaneous food,Sugar,KG,actual,Retail,LKR,105,0.7252
5/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,71.25,0.4921
5/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,90,0.6216
5/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,miscellaneous food,Sugar,KG,actual,Retail,LKR,106.67,0.7367
5/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,68,0.4696
5/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91.5,0.6319
5/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,miscellaneous food,Sugar,KG,actual,Retail,LKR,104.08,0.7188
5/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,84.83,0.5859
5/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6492
5/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,miscellaneous food,Sugar,KG,actual,Retail,LKR,104.75,0.7234
5/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73.89,0.5103
5/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,93.75,0.6475
5/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,miscellaneous food,Sugar,KG,actual,Retail,LKR,99.67,0.6883
5/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.33,0.5272
5/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6492
5/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,miscellaneous food,Sugar,KG,actual,Retail,LKR,102.92,0.7108
5/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,78.67,0.5433
5/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6492
5/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,miscellaneous food,Sugar,KG,actual,Retail,LKR,105.83,0.7309
5/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.08,0.5462
5/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,97.17,0.6711
5/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,miscellaneous food,Sugar,KG,actual,Retail,LKR,110,0.7597
5/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.68,0.5296
5/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,69.48,0.4799
5/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,106.34,0.7344
5/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,75.25,0.5197
5/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,95,0.6561
5/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,miscellaneous food,Sugar,KG,actual,Retail,LKR,105.25,0.7269
5/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,75.25,0.5197
5/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94.17,0.6504
5/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,miscellaneous food,Sugar,KG,actual,Retail,LKR,103.5,0.7148
6/15/2016,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,LKR,95,0.6567
6/15/2016,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,LKR,117,0.8087
6/15/2016,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,75.33,0.5207
6/15/2016,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,95,0.6567
6/15/2016,Central,Kandy,Kandy,7.29460001,80.59069824,miscellaneous food,Sugar,KG,actual,Retail,LKR,119.33,0.8249
6/15/2016,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,71.25,0.4925
6/15/2016,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,95.83,0.6624
6/15/2016,Central,Matale,Matale,7.465357,80.624242,miscellaneous food,Sugar,KG,actual,Retail,LKR,116.25,0.8036
6/15/2016,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,77.42,0.5351
6/15/2016,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91,0.629
6/15/2016,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,miscellaneous food,Sugar,KG,actual,Retail,LKR,118.17,0.8168
6/15/2016,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76,0.5253
6/15/2016,Eastern,Ampara,Ampara,7.283333,81.666667,miscellaneous food,Sugar,KG,actual,Retail,LKR,113.75,0.7863
6/15/2016,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,75,0.5184
6/15/2016,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,85,0.5875
6/15/2016,Eastern,Batticaloa,Batticaloa,7.716667,81.7,miscellaneous food,Sugar,KG,actual,Retail,LKR,118.75,0.8208
6/15/2016,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,67.58,0.4672
6/15/2016,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,97,0.6705
6/15/2016,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,miscellaneous food,Sugar,KG,actual,Retail,LKR,114.67,0.7926
6/15/2016,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,72.75,0.5029
6/15/2016,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94.67,0.6544
6/15/2016,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,miscellaneous food,Sugar,KG,actual,Retail,LKR,115.67,0.7995
6/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,74.25,0.5132
6/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,98.4,0.6802
6/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,miscellaneous food,Sugar,KG,actual,Retail,LKR,117,0.8087
6/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73.58,0.5086
6/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,87,0.6014
6/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,miscellaneous food,Sugar,KG,actual,Retail,LKR,115.5,0.7984
6/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,69,0.4769
6/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,90,0.6221
6/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,miscellaneous food,Sugar,KG,actual,Retail,LKR,116.17,0.803
6/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,71.25,0.4925
6/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,84.17,0.5818
6/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,miscellaneous food,Sugar,KG,actual,Retail,LKR,116,0.8018
6/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.33,0.5484
6/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,84,0.5806
6/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,miscellaneous food,Sugar,KG,actual,Retail,LKR,120,0.8295
6/15/2016,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,80,0.553
6/15/2016,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,93,0.6428
6/15/2016,Northern,Mannar,Mannar,8.983333,79.9,miscellaneous food,Sugar,KG,actual,Retail,LKR,114.5,0.7915
6/15/2016,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,70.42,0.4867
6/15/2016,Northern,Mullattivu,Mulaitivu,9.268,80.815,miscellaneous food,Sugar,KG,actual,Retail,LKR,111.25,0.769
6/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73.67,0.5092
6/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,miscellaneous food,Sugar,KG,actual,Retail,LKR,116.08,0.8024
6/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,75.83,0.5242
6/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91.67,0.6336
6/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,miscellaneous food,Sugar,KG,actual,Retail,LKR,117.08,0.8093
6/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73.08,0.5052
6/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,92,0.6359
6/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,miscellaneous food,Sugar,KG,actual,Retail,LKR,117.67,0.8133
6/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.67,0.5507
6/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6498
6/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,miscellaneous food,Sugar,KG,actual,Retail,LKR,117.08,0.8093
6/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,70.21,0.4853
6/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91,0.629
6/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.75,0.7448
6/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.33,0.5276
6/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,89,0.6152
6/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,miscellaneous food,Sugar,KG,actual,Retail,LKR,114.42,0.7909
6/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.33,0.5484
6/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6498
6/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,miscellaneous food,Sugar,KG,actual,Retail,LKR,117.5,0.8122
6/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.5,0.5495
6/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,98,0.6774
6/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,miscellaneous food,Sugar,KG,actual,Retail,LKR,120.42,0.8324
6/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,77.53,0.5359
6/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,70.73,0.4889
6/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,113.46,0.7843
6/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,78,0.5392
6/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,95,0.6567
6/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,miscellaneous food,Sugar,KG,actual,Retail,LKR,115.5,0.7984
6/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.83,0.5311
6/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,95.83,0.6624
6/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,miscellaneous food,Sugar,KG,actual,Retail,LKR,117.46,0.8119
7/15/2016,,,National Average,,,non-food,Fuel (diesel),L,actual,Retail,LKR,95,0.6536
7/15/2016,,,National Average,,,non-food,Fuel (petrol-gasoline),L,actual,Retail,LKR,117,0.805
7/15/2016,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.75,0.528
7/15/2016,Central,Kandy,Kandy,7.29460001,80.59069824,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91.5,0.6295
7/15/2016,Central,Kandy,Kandy,7.29460001,80.59069824,miscellaneous food,Sugar,KG,actual,Retail,LKR,102.08,0.7023
7/15/2016,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,72.5,0.4988
7/15/2016,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91,0.6261
7/15/2016,Central,Matale,Matale,7.465357,80.624242,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.5,0.7396
7/15/2016,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73.5,0.5057
7/15/2016,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,89.67,0.6169
7/15/2016,Central,Nuwara Eliya,Nuwara Eliya,6.951399803,80.74590302,miscellaneous food,Sugar,KG,actual,Retail,LKR,109.83,0.7556
7/15/2016,Eastern,Ampara,Ampara,7.283333,81.666667,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,74.9,0.5153
7/15/2016,Eastern,Ampara,Ampara,7.283333,81.666667,miscellaneous food,Sugar,KG,actual,Retail,LKR,113.75,0.7826
7/15/2016,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,72.5,0.4988
7/15/2016,Eastern,Batticaloa,Batticaloa,7.716667,81.7,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,85,0.5848
7/15/2016,Eastern,Batticaloa,Batticaloa,7.716667,81.7,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.5,0.7396
7/15/2016,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,69.08,0.4753
7/15/2016,Eastern,Trincomalee,Trincomalee,8.566667,81.233333,miscellaneous food,Sugar,KG,actual,Retail,LKR,106.83,0.735
7/15/2016,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73,0.5022
7/15/2016,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,91.6,0.6302
7/15/2016,North Central,Anuradhapura,Anuradhapura,8.335300446,80.332901,miscellaneous food,Sugar,KG,actual,Retail,LKR,111.11,0.7644
7/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,77.25,0.5315
7/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,96,0.6605
7/15/2016,North Central,Polonnaruwa,Polonnaruwa,7.93411,81.00589,miscellaneous food,Sugar,KG,actual,Retail,LKR,112.5,0.774
7/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,72.25,0.4971
7/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,90.5,0.6226
7/15/2016,North Western,Kurunegala,Kurunegala,7.480700016,80.3227005,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.92,0.7425
7/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,63.75,0.4386
7/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,88.5,0.6089
7/15/2016,North Western,Puttalam,Puttalam,8.038129,79.838146,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.33,0.7384
7/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,71.88,0.4945
7/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,85,0.5848
7/15/2016,Northern,Jaffna,Jaffna,9.6567,80.0137,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.08,0.7367
7/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,73.33,0.5045
7/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,84,0.5779
7/15/2016,Northern,Kilinochchi,Kilinochchi,9.3961,80.3982,miscellaneous food,Sugar,KG,actual,Retail,LKR,120,0.8256
7/15/2016,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,78,0.5366
7/15/2016,Northern,Mannar,Mannar,8.983333,79.9,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,93,0.6398
7/15/2016,Northern,Mannar,Mannar,8.983333,79.9,miscellaneous food,Sugar,KG,actual,Retail,LKR,113,0.7774
7/15/2016,Northern,Mullattivu,Mulaitivu,9.268,80.815,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,80,0.5504
7/15/2016,Northern,Mullattivu,Mulaitivu,9.268,80.815,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.5,0.7396
7/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,71.67,0.4931
7/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,84,0.5779
7/15/2016,Northern,Vavuniya,Vavuniya,8.75,80.5,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.92,0.7425
7/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,75,0.516
7/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,90.17,0.6204
7/15/2016,Sabaragamuwa,Kegalle,Kegalle,7.253399849,80.3368988,miscellaneous food,Sugar,KG,actual,Retail,LKR,108.25,0.7448
7/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,71.58,0.4925
7/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,89.17,0.6135
7/15/2016,Sabaragamuwa,Ratnapura,Rathnapura,6.716800213,80.33509827,miscellaneous food,Sugar,KG,actual,Retail,LKR,109.42,0.7528
7/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.33,0.5458
7/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6467
7/15/2016,Southern,Galle,Galle,6.037199974,80.22450256,miscellaneous food,Sugar,KG,actual,Retail,LKR,108.17,0.7442
7/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,67.67,0.4655
7/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,93.33,0.6421
7/15/2016,Southern,Hambantota,Hambantota,6.141300201,81.08159637,miscellaneous food,Sugar,KG,actual,Retail,LKR,104.04,0.7158
7/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.33,0.5252
7/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6467
7/15/2016,Southern,Matara,Matara,5.952000141,80.51570129,miscellaneous food,Sugar,KG,actual,Retail,LKR,106.58,0.7333
7/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,78.08,0.5372
7/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94,0.6467
7/15/2016,Uva,Badulla,Badulla,6.988800049,81.04149628,miscellaneous food,Sugar,KG,actual,Retail,LKR,115,0.7912
7/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,79.5,0.547
7/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,94.33,0.649
7/15/2016,Uva,Moneragala,Monaragala,6.87469,81.23173,miscellaneous food,Sugar,KG,actual,Retail,LKR,117.5,0.8084
7/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,77.83,0.5355
7/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,70.56,0.4854
7/15/2016,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,Sugar,KG,actual,Retail,LKR,107.93,0.7426
7/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,78,0.5366
7/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,cereals and tubers,Wheat flour,KG,actual,Retail,LKR,95,0.6536
7/15/2016,Western,Gampaha,Gampaha,7.081500053,79.97720337,miscellaneous food,Sugar,KG,actual,Retail,LKR,106.25,0.731
7/15/2016,Western,Kalutara,Kalutara,6.58739996,79.959198,cereals and tubers,Rice (long grain),KG,actual,Retail,LKR,76.83,0.5286
